sample_date,approved_site_name,latitude,longitude,location_filter,disease_present,pisaster_ochraceus,pycnopodia_helianthoides,pisaster_giganteus,pisaster_brevispinus,evasterias,patiria,strongylocentrotus_purpuratus,species_no_disease_evident,species_disease_evident,name,affiliation,add_to_map
2013-11-12,Platform B,34.332342,-119.62154,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform C,34.332925,-119.63077,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2015-06-11,Platform C,34.332925,-119.63077,subtidal,no,species not observed,species not observed,no,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Donna Schroeder,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Grace,34.179572,-119.46783,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Habitat,34.286617,-119.58809,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Henry,34.333256,-119.5604,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Hillhouse,34.331344,-119.60325,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Hogan,34.337675,-119.54149,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2013-11-12,Platform Houchin,34.334992,-119.55212,subtidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Ann Scarborough Bull,Bureau of Ocean Energy Management,yes
2022-11-16,Playa Coyote,26.72512,-111.909458,sandy beach,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Heliaster spp.,NONE (no additional sea stars observed showing disease symptoms);,Laura Sanchez,Santa Barbara Channelkeeper,yes
2013-06-23,Pleasant Bay,48.66625,-122.5051,intertidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata,NONE (no additional sea stars observed showing disease symptoms),Steve Tuckerman,,yes
2015-05-02,Pleasant Bay,48.66625,-122.5051,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Steve Tuckerman,,yes
2016-09-13,Pleasant Bay,48.66625,-122.5051,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Steve Tuckerman,,yes
2014-02-10,Pleasant Bay,48.66625,-122.5051,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Steve Tuckerman,,yes
2014-06-14,Pleasant Bay,48.66625,-122.5051,intertidal,yes,yes,species not observed,no,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Steve Tuckerman,NULL,yes
2017-06-26,Point Arena,38.9433714,-123.73301,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,no,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Laura Anderson,MARINe (UCSC),yes
2020-07-21,Point Arena,38.9433714,-123.73301,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2021-06-27,Point Arena,38.9433714,-123.73301,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Douglas,MARINe (UCSC),yes
2022-06-15,Point Arena,38.9433714,-123.73301,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2022-07-16,Arena Cove,38.91406,-123.71001,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,Dermasterias imbricata; Leptasterias spp.; Henricia spp.,NONE (no additional sea stars observed showing disease symptoms);,Jo-el Houle,Noyo Center for Marine Science,yes
2023-06-04,Point Arena,38.9433714,-123.73301,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp; Leptasterias spp,NONE,NULL,MARINe,yes
2022-06-18,Arena Cove,38.91406,-123.71001,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,no,yes,Dermasterias imbricata; Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Jo-el Houle,Noyo Center for Marine Science,yes
2020-07-24,Point Arena Field Station,38.92704,-123.72791,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2014-03-10,Point Atkinson,49.330117,-123.2622,subtidal,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Mediaster aequalis; Solaster spp,NONE,NULL,Vancouver Aquarium,yes
2014-07-18,Point Atkinson,49.330117,-123.2622,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,Henricia spp; Pteraster spp; Solaster spp,NONE,NULL,Vancouver Aquarium,yes
2014-07-30,Point Atkinson,49.330117,-123.2622,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Crossaster papposus; Henricia spp; Mediaster aequalis; Pteraster spp,NONE,NULL,Vancouver Aquarium,yes
2014-01-28,Point Bonita,37.819108,-122.52935,intertidal,yes,species not observed,species not observed,species not observed,species not observed,species not observed,yes,species not observed,dermasterias imbricata; henricia spp; leptasterias spp,NONE,,MARINe (UCSC),yes
2014-03-28,Point Bonita,37.819108,-122.52935,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,yes,species not observed,Henricia spp.; Leptasterias spp.,NONE (no additional sea stars observed showing disease symptoms),Laura Anderson (1); Darren Fong (2),University of California Santa Cruz; Golden Gate National Recreation Area,yes
2014-07-14,Point Bonita,37.819108,-122.52935,intertidal,yes,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,henricia spp,leptasterias spp,,MARINe (UCSC),yes
2020-06-25,Point Bonita,37.819108,-122.52935,intertidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2021-05-29,Point Bonita,37.819108,-122.52935,intertidal,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp,NONE,NULL,MARINe (UCSC),yes
2013-10-27,Point Buchon,35.245058,-120.89699,subtidal,no,no,no,no,species not observed,species not observed,no,species not observed,Orthasterias koehleri,NONE (no additional sea stars observed showing disease symptoms),Dan Schwartz,,yes
2014-03-29,Point Buchon,35.245058,-120.89699,subtidal,yes,yes,no,species not observed,species not observed,species not observed,yes,species not observed,Orthasterias koehleri; Henricia spp.; Leptasterias spp.; Mediaster aequalis,NONE (no additional sea stars observed showing disease symptoms),,University of California Santa Cruz,yes
2014-08-17,Point Buchon,35.245058,-120.89699,subtidal,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,species not observed,Henricia spp.,,Megan Wehrenberg,Reef Check California,yes
2013-12-31,Point Caution,48.563105,-123.02439,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Orthasterias koehleri; Solaster spp,NONE (no additional sea stars observed showing disease symptoms),Morgan Eisenlord,University of Washington,yes
2014-06-14,Point Caution,48.563105,-123.02439,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.,NONE (no additional sea stars observed showing disease symptoms),Joel Elliott,University of Puget Sound,yes
